Artikel,Kalimat,Teks,Tag
,Kalimat166,2,O
,Kalimat166,bulan,O
,Kalimat166,",",O
,Kalimat166,',O
,Kalimat166,lanjutnya,O
,Kalimat166,.,O
Artikel39,Kalimat167,ketua,O
,Kalimat167,kpu,B-ORG
,Kalimat167,hasyim,B-PER
,Kalimat167,asy'ari,I-PER
,Kalimat167,merespons,O
,Kalimat167,roy,B-PER
,Kalimat167,suryo,I-PER
,Kalimat167,yang,O
,Kalimat167,menyebut,O
,Kalimat167,akan,O
,Kalimat167,mengkaji,O
,Kalimat167,langkah,O
,Kalimat167,hukum,O
,Kalimat167,usai,O
,Kalimat167,disebut,O
,Kalimat167,sebagai,O
,Kalimat167,tukang,O
,Kalimat167,fitnah,O
,Kalimat167,.,O
,Kalimat168,adapun,O
,Kalimat168,roy,B-PER
,Kalimat168,suryo,I-PER
,Kalimat168,sempat,O
,Kalimat168,tersandung,O
,Kalimat168,kasus,O
,Kalimat168,meme,O
,Kalimat168,sebuah,O
,Kalimat168,stupa,O
,Kalimat168,candi,O
,Kalimat168,borobudur,O
,Kalimat168,yang,O
,Kalimat168,menyerupai,O
,Kalimat168,presiden,O
,Kalimat168,joko,B-PER
,Kalimat168,widodo,I-PER
,Kalimat168,.,O
,Kalimat169,ini,O
,Kalimat169,membuat,O
,Kalimat169,sejumlah,O
,Kalimat169,orang,O
,Kalimat169,tidak,O
,Kalimat169,terima,O
,Kalimat169,dan,O
,Kalimat169,melaporkan,O
,Kalimat169,roy,B-PER
,Kalimat169,suryo,I-PER
,Kalimat169,ke,O
,Kalimat169,polda,B-ORG
,Kalimat169,metro,I-ORG
,Kalimat169,jaya,I-ORG
,Kalimat169,.,O
,Kalimat170,akhirnya,O
,Kalimat170,",",O
,Kalimat170,roy,B-PER
,Kalimat170,suryo,I-PER
,Kalimat170,diproses,O
,Kalimat170,dan,O
,Kalimat170,diadili,O
,Kalimat170,di,O
,Kalimat170,pengadilan,O
,Kalimat170,negeri,O
,Kalimat170,jakarta,B-LOC
,Kalimat170,barat,I-LOC
,Kalimat170,(,O
,Kalimat170,pn,O
,Kalimat170,jakbar,B-LOC
,Kalimat170,),O
,Kalimat170,dengan,O
,Kalimat170,pasal,O
,Kalimat170,uu,O
,Kalimat170,ite,O
,Kalimat170,.,O
,Kalimat171,roy,B-PER
,Kalimat171,suryo,I-PER
,Kalimat171,memang,O
,Kalimat171,tukang,O
,Kalimat171,fitnah,O
,Kalimat171,",",O
,Kalimat171,',O
,Kalimat171,ungkap,O
,Kalimat171,hasyim,B-PER
,Kalimat171,dalam,O
,Kalimat171,keterangannya,O
,Kalimat171,dikutip,O
,Kalimat171,",",O
,Kalimat171,minggu,B-TIM
,Kalimat171,(,O
,Kalimat171,24/12,I-TIM
,Kalimat171,),O
,Kalimat171,lalu,O
,Kalimat171,.,O
Artikel40,Kalimat172,tim,O
,Kalimat172,kampanye,O
,Kalimat172,nasional,O
,Kalimat172,(,O
,Kalimat172,tkn,O
,Kalimat172,),O
,Kalimat172,prabowo,B-PER
,Kalimat172,gibran,B-PER
,Kalimat172,saling,O
,Kalimat172,serang,O
,Kalimat172,dengan,O
,Kalimat172,timnas,O
,Kalimat172,amin,O
,Kalimat172,soal,O
,Kalimat172,istilah,O
,Kalimat172,slepet,O
,Kalimat172,dari,O
,Kalimat172,cawapres,O
,Kalimat172,nomor,O
,Kalimat172,urut,O
,Kalimat172,1,O
,Kalimat172,",",O
,Kalimat172,muhaimin,B-PER
,Kalimat172,iskandar,I-PER
,Kalimat172,atau,O
,Kalimat172,cak,O
,Kalimat172,imin,B-PER
,Kalimat172,.,O
,Kalimat173,cekcok,O
,Kalimat173,antara,O
,Kalimat173,tkn,O
,Kalimat173,prabowo,B-PER
,Kalimat173,gibran,B-PER
,Kalimat173,dan,O
,Kalimat173,timnas,O
,Kalimat173,amin,O
,Kalimat173,ini,O
,Kalimat173,dimulai,O
,Kalimat173,dari,O
,Kalimat173,cak,O
,Kalimat173,imin,B-PER
,Kalimat173,yang,O
,Kalimat173,hendak,O
,Kalimat173,mengganti,O
,Kalimat173,istilah,O
,Kalimat173,revolusi,O
,Kalimat173,mental,O
,Kalimat173,dengan,O
,Kalimat173,slepet,O
,Kalimat173,.,O
,Kalimat174,pada,O
,Kalimat174,saat,O
,Kalimat174,itu,O
,Kalimat174,",",O
,Kalimat174,cak,O
,Kalimat174,imin,B-PER
,Kalimat174,turut,O
,Kalimat174,menyampaikan,O
,Kalimat174,revolusi,O
,Kalimat174,mental,O
,Kalimat174,yang,O
,Kalimat174,sudah,O
,Kalimat174,berjalan,O
,Kalimat174,hampir,O
,Kalimat174,10,O
,Kalimat174,tahun,O
,Kalimat174,oleh,O
,Kalimat174,pemerintah,O
,Kalimat174,belum,O
,Kalimat174,berhasil,O
,Kalimat174,.,O
,Kalimat175,adalah,O
,Kalimat175,wakil,O
,Kalimat175,ketua,O
,Kalimat175,tkn,O
,Kalimat175,prabowo,B-PER
,Kalimat175,gibran,B-PER
,Kalimat175,",",O
,Kalimat175,habiburokhman,B-PER
,Kalimat175,",",O
,Kalimat175,yang,O
,Kalimat175,pertama,O
,Kalimat175,kali,O
,Kalimat175,memberikan,O
,Kalimat175,kritikan,O
,Kalimat175,atas,O
,Kalimat175,istilah,O
,Kalimat175,slepet,O
,Kalimat175,.,O
,Kalimat176,dia,O
,Kalimat176,awalnya,O
,Kalimat176,mempertanyakan,O
,Kalimat176,cak,O
,Kalimat176,imin,B-PER
,Kalimat176,yang,O
,Kalimat176,hendak,O
,Kalimat176,slepet,O
,Kalimat176,program,O
,Kalimat176,revolusi,O
,Kalimat176,mental,O
,Kalimat176,.,O
Artikel41,Kalimat177,pantauan,O
,Kalimat177,detikcom,B-ORG
,Kalimat177,",",O
,Kalimat177,zulhas,B-PER
,Kalimat177,melakukan,O
,Kalimat177,blusukan,O
,Kalimat177,ke,O
,Kalimat177,dusun,O
,Kalimat177,gintungan,B-LOC
,Kalimat177,",",O
,Kalimat177,desa,O
,Kalimat177,gogik,B-LOC
,Kalimat177,",",O
,Kalimat177,ungaran,B-LOC
,Kalimat177,",",O
,Kalimat177,jateng,B-LOC
,Kalimat177,.,O
,Kalimat178,kurang,O
,Kalimat178,lebih,O
,Kalimat178,45,O
,Kalimat178,menit,O
,Kalimat178,berorasi,O
,Kalimat178,politik,O
,Kalimat178,",",O
,Kalimat178,zulhas,B-PER
,Kalimat178,kembali,O
,Kalimat178,melanjutkan,O
,Kalimat178,blusukan,O
,Kalimat178,ke,O
,Kalimat178,dusun,O
,Kalimat178,lainnya,O
,Kalimat178,yakni,O
,Kalimat178,dusun,O
,Kalimat178,krajan,B-LOC
,Kalimat178,",",O
,Kalimat178,desa,O
,Kalimat178,pringapus,B-LOC
,Kalimat178,",",O
,Kalimat178,ungaran,B-LOC
,Kalimat178,",",O
,Kalimat178,jateng,B-LOC
,Kalimat178,.,O
,Kalimat179,selain,O
,Kalimat179,itu,O
,Kalimat179,",",O
,Kalimat179,dalam,O
,Kalimat179,setiap,O
,Kalimat179,blusukan,O
,Kalimat179,ke,O
,Kalimat179,sejumlah,O
,Kalimat179,dusun,O
,Kalimat179,",",O
,Kalimat179,zulhas,B-PER
,Kalimat179,selalu,O
,Kalimat179,mengingatkan,O
,Kalimat179,agar,O
,Kalimat179,menyambut,O
,Kalimat179,pemilu,O
,Kalimat179,2024,B-TIM
,Kalimat179,dengan,O
,Kalimat179,damai,O
,Kalimat179,dan,O
,Kalimat179,bergembira,O
,Kalimat179,.,O
,Kalimat180,teriak,O
,Kalimat180,zulhas,B-PER
,Kalimat180,.,O
,Kalimat181,``,O
,Kalimat181,pan,B-ORG
,Kalimat181,partainya,O
,Kalimat181,jokowi,B-PER
,Kalimat181,",",O
,Kalimat181,jokowi,B-PER
,Kalimat181,partainya,O
,Kalimat181,pan,B-ORG
,Kalimat181,",",O
,Kalimat181,pan,B-ORG
,Kalimat181,partainya,O
,Kalimat181,jokowi,B-PER
,Kalimat181,.,O
Artikel42,Kalimat182,video,O
,Kalimat182,potongan,O
,Kalimat182,ketua,O
,Kalimat182,umum,O
,Kalimat182,partai,B-ORG
,Kalimat182,amanat,I-ORG
,Kalimat182,nasional,I-ORG
,Kalimat182,(,O
,Kalimat182,pan,B-ORG
,Kalimat182,),O
,Kalimat182,zulkifli,B-PER
,Kalimat182,hasan,I-PER
,Kalimat182,(,O
,Kalimat182,zulhas,B-PER
,Kalimat182,),O
,Kalimat182,mengenai,O
,Kalimat182,bacaan,O
,Kalimat182,sholat,O
,Kalimat182,dan,O
,Kalimat182,tahiyat,O
,Kalimat182,akhir,O
,Kalimat182,viral,O
,Kalimat182,di,O
,Kalimat182,media,O
,Kalimat182,sosial,O
,Kalimat182,.,O
,Kalimat183,politisi,O
,Kalimat183,pan,B-ORG
,Kalimat183,sekaligus,O
,Kalimat183,tim,O
,Kalimat183,komunikasi,O
,Kalimat183,tkn,O
,Kalimat183,prabowo,B-PER
,Kalimat183,gibran,B-PER
,Kalimat183,eko,B-PER
,Kalimat183,hendro,I-PER
,Kalimat183,purnomo,I-PER
,Kalimat183,(,O
,Kalimat183,eko,B-PER
,Kalimat183,patrio,I-PER
,Kalimat183,),O
,Kalimat183,mengatakan,O
,Kalimat183,bahwa,O
,Kalimat183,video,O
,Kalimat183,itu,O
,Kalimat183,diduga,O
,Kalimat183,dipotong,O
,Kalimat183,agar,O
,Kalimat183,memberikan,O
,Kalimat183,citra,O
,Kalimat183,buruk,O
,Kalimat183,sebagai,O
,Kalimat183,ketum,O
,Kalimat183,pan,B-ORG
,Kalimat183,.,O
,Kalimat184,pasalnya,O
,Kalimat184,",",O
,Kalimat184,kedekatan,O
,Kalimat184,ketum,O
,Kalimat184,pan,B-ORG
,Kalimat184,sekaligus,O
,Kalimat184,menteri,B-ORG
,Kalimat184,perdagangan,I-ORG
,Kalimat184,ri,O
,Kalimat184,(,O
,Kalimat184,mendag,B-ORG
,Kalimat184,),O
,Kalimat184,tersebut,O
,Kalimat184,dengan,O
,Kalimat184,para,O
,Kalimat184,ulama,O
,Kalimat184,menjadi,O
,Kalimat184,indikator,O
,Kalimat184,yang,O
,Kalimat184,menggambarkan,O
,Kalimat184,zulhas,B-PER
,Kalimat184,sebagai,O
,Kalimat184,pribadi,O
,Kalimat184,yang,O
,Kalimat184,taat,O
,Kalimat184,agama,O
,Kalimat184,dan,O
,Kalimat184,menghormati,O
,Kalimat184,para,O
,Kalimat184,alim,O
,Kalimat184,ulama,O
,Kalimat184,.,O
,Kalimat185,eko,B-PER
,Kalimat185,mengingatkan,O
,Kalimat185,bahwa,O
,Kalimat185,masyarakat,O
,Kalimat185,perlu,O
,Kalimat185,ekstra,O
,Kalimat185,hati-hati,O
,Kalimat185,dalam,O
,Kalimat185,penyebaran,O
,Kalimat185,video,O
,Kalimat185,hoax,O
,Kalimat185,dan,O
,Kalimat185,video,O
,Kalimat185,yang,O
,Kalimat185,dipotong-potong,O
,Kalimat185,.,O
,Kalimat186,kecanggihan,O
,Kalimat186,gadget,O
,Kalimat186,membuat,O
,Kalimat186,kontestasi,O
,Kalimat186,pemilu,O
,Kalimat186,menjadi,O
,Kalimat186,ajang,O
,Kalimat186,perpecahan,O
,Kalimat186,.,O
Artikel43,Kalimat187,uskup,B-PER
,Kalimat187,agung,I-PER
,Kalimat187,jakarta,B-LOC
,Kalimat187,ignatius,O
,Kalimat187,kardinal,O
,Kalimat187,suharyo,B-PER
,Kalimat187,mengimbau,O
,Kalimat187,umat,O
,Kalimat187,katolik,O
,Kalimat187,untuk,O
,Kalimat187,mengawasi,O
,Kalimat187,pemimpin,O
,Kalimat187,terpilih,O
,Kalimat187,pada,O
,Kalimat187,2024,B-TIM
,Kalimat187,.,O
,Kalimat188,``,O
,Kalimat188,kita,O
,Kalimat188,baca,O
,Kalimat188,setiap,O
,Kalimat188,hari,O
,Kalimat188,menteri,O
,Kalimat188,ditangkap,O
,Kalimat188,",",O
,Kalimat188,anggota,O
,Kalimat188,dewan,O
,Kalimat188,ditangkap,O
,Kalimat188,",",O
,Kalimat188,saya,O
,Kalimat188,sedih,O
,Kalimat188,sekali,O
,Kalimat188,membaca,O
,Kalimat188,di,O
,Kalimat188,suatu,O
,Kalimat188,harian,O
,Kalimat188,terkemuka,O
,Kalimat188,yang,O
,Kalimat188,memelesetkan,O
,Kalimat188,kata,O
,Kalimat188,trias,O
,Kalimat188,politica,O
,Kalimat188,itu,O
,Kalimat188,jadi,O
,Kalimat188,trias,O
,Kalimat188,koruptica,O
,Kalimat188,",",O
,Kalimat188,',O
,Kalimat188,kata,O
,Kalimat188,suharyo,B-PER
,Kalimat188,dalam,O
,Kalimat188,konferensi,O
,Kalimat188,pers,O
,Kalimat188,di,O
,Kalimat188,gereja,O
,Kalimat188,katedral,O
,Kalimat188,",",O
,Kalimat188,jakarta,B-LOC
,Kalimat188,pusat,I-LOC
,Kalimat188,",",O
,Kalimat188,senin,B-TIM
,Kalimat188,(,O
,Kalimat188,25/12/2023,I-TIM
,Kalimat188,),O
,Kalimat188,.,O
,Kalimat189,sebab,O
,Kalimat189,itu,O
,Kalimat189,",",O
,Kalimat189,menurut,O
,Kalimat189,dia,O
,Kalimat189,",",O
,Kalimat189,para,O
,Kalimat189,umat,O
,Kalimat189,wajib,O
,Kalimat189,untuk,O
,Kalimat189,mengawasi,O
,Kalimat189,pemimpin,O
,Kalimat189,terpilih,O
,Kalimat189,nanti,O
,Kalimat189,.,O
,Kalimat190,``,O
,Kalimat190,maka,O
,Kalimat190,pemerintah,O
,Kalimat190,atau,O
,Kalimat190,siapapun,O
,Kalimat190,yang,O
,Kalimat190,terpilih,O
,Kalimat190,warga,O
,Kalimat190,negara,O
,Kalimat190,wajib,O
,Kalimat190,ikut,O
,Kalimat190,mengawasi,O
,Kalimat190,pemerintah,O
,Kalimat190,supaya,O
,Kalimat190,sejalan,O
,Kalimat190,dengan,O
,Kalimat190,cita-cita,O
,Kalimat190,negara,O
,Kalimat190,kita,O
,Kalimat190,",",O
,Kalimat190,',O
,Kalimat190,ungkapnya,O
,Kalimat190,.,O
,Kalimat191,simak,O
,Kalimat191,video,O
,Kalimat191,pesan,O
,Kalimat191,uskup,B-PER
,Kalimat191,agung,I-PER
,Kalimat191,ke,O
,Kalimat191,jemaat,O
,Kalimat191,soal,O
,Kalimat191,pemilu,O
,Kalimat191,:,O
,Kalimat191,pilih,O
,Kalimat191,dengan,O
,Kalimat191,cerdas-hati,O
,Kalimat191,nurani,O
,Kalimat191,:,O
,Kalimat191,[,O
,Kalimat191,gambas,O
,Kalimat191,:,O
,Kalimat191,video,O
,Kalimat191,20detik,O
,Kalimat191,],O
Artikel44,Kalimat191,capres,O
,Kalimat191,nomor,O
,Kalimat191,urut,O
,Kalimat191,3,O
,Kalimat191,ganjar,B-PER
,Kalimat191,pranowo,I-PER
,Kalimat191,melaunching,O
,Kalimat191,program,O
,Kalimat191,kerja,O
,Kalimat191,1,O
,Kalimat191,keluarga,O
,Kalimat191,miskin,O
,Kalimat191,1,O
,Kalimat191,sarjana,O
,Kalimat191,.,O
,Kalimat192,program,O
,Kalimat192,satu,O
,Kalimat192,keluarga,O
,Kalimat192,miskin,O
,Kalimat192,satu,O
,Kalimat192,sarjana,O
,Kalimat192,ini,O
,Kalimat192,bertujuan,O
,Kalimat192,untuk,O
,Kalimat192,mewujudkan,O
,Kalimat192,impian,O
,Kalimat192,para,O
,Kalimat192,orang,O
,Kalimat192,tua,O
,Kalimat192,",",O
,Kalimat192,agar,O
,Kalimat192,nasib,O
,Kalimat192,anaknya,O
,Kalimat192,menjadi,O
,Kalimat192,lebih,O
,Kalimat192,baik,O
,Kalimat192,.,O
,Kalimat193,selama,O
,Kalimat193,ini,O
,Kalimat193,program,O
,Kalimat193,bagi,O
,Kalimat193,masyarakat,O
,Kalimat193,miskin,O
,Kalimat193,sudah,O
,Kalimat193,ada,O
,Kalimat193,blt,O
,Kalimat193,",",O
,Kalimat193,pkh,O
,Kalimat193,",",O
,Kalimat193,jaminan,O
,Kalimat193,kesehatan,O
,Kalimat193,",",O
,Kalimat193,dan,O
,Kalimat193,pendidikan,O
,Kalimat193,",",O
,Kalimat193,namun,O
,Kalimat193,itu,O
,Kalimat193,dinilai,O
,Kalimat193,belum,O
,Kalimat193,cukup,O
,Kalimat193,cepat,O
,Kalimat193,.,O
,Kalimat194,``,O
,Kalimat194,ini,O
,Kalimat194,membawa,O
,Kalimat194,saya,O
,Kalimat194,dan,O
,Kalimat194,mahfud,B-PER
,Kalimat194,untuk,O
,Kalimat194,mencari,O
,Kalimat194,satu,O
,Kalimat194,keluarga,O
,Kalimat194,miskin,O
,Kalimat194,di,O
,Kalimat194,indonesia,B-LOC
,Kalimat194,",",O
,Kalimat194,kita,O
,Kalimat194,cari,O
,Kalimat194,satu,O
,Kalimat194,anaknya,O
,Kalimat194,",",O
,Kalimat194,kita,O
,Kalimat194,biayai,O
,Kalimat194,sampai,O
,Kalimat194,perguruan,O
,Kalimat194,tinggi,O
,Kalimat194,.,O
,Kalimat195,selain,O
,Kalimat195,itu,O
,Kalimat195,",",O
,Kalimat195,ganjar,B-PER
,Kalimat195,juga,O
,Kalimat195,ingin,O
,Kalimat195,mendorong,O
,Kalimat195,sekolah,O
,Kalimat195,vokasi,O
,Kalimat195,gratis,O
,Kalimat195,untuk,O
,Kalimat195,warga,O
,Kalimat195,miskin,O
,Kalimat195,",",O
,Kalimat195,seperti,O
,Kalimat195,yang,O
,Kalimat195,dia,O
,Kalimat195,lakukan,O
,Kalimat195,di,O
,Kalimat195,jateng,B-LOC
,Kalimat195,saat,O
,Kalimat195,masih,O
,Kalimat195,menjabat,O
,Kalimat195,gubernur,O
,Kalimat195,.,O
Artikel45,Kalimat196,menteri,B-ORG
,Kalimat196,pertahanan,I-ORG
,Kalimat196,(,O
,Kalimat196,menhan,B-ORG
,Kalimat196,),O
,Kalimat196,sekaligus,O
,Kalimat196,capres,O
,Kalimat196,nomor,O
,Kalimat196,urut,O
,Kalimat196,2,O
,Kalimat196,",",O
,Kalimat196,prabowo,B-PER
,Kalimat196,subianto,I-PER
,Kalimat196,",",O
,Kalimat196,membeberkan,O
,Kalimat196,bahwa,O
,Kalimat196,pihaknya,O
,Kalimat196,sedang,O
,Kalimat196,menyiapkan,O
,Kalimat196,membangun,O
,Kalimat196,politeknik,O
,Kalimat196,unggulan,O
,Kalimat196,di,O
,Kalimat196,banda,B-LOC
,Kalimat196,aceh,I-LOC
,Kalimat196,.,O
,Kalimat197,rencana,O
,Kalimat197,itu,O
,Kalimat197,adalah,O
,Kalimat197,balas,O
,Kalimat197,budi,B-PER
,Kalimat197,prabowo,B-PER
,Kalimat197,kepada,O
,Kalimat197,masyarakat,O
,Kalimat197,aceh,B-LOC
,Kalimat197,.,O
,Kalimat198,``,O
,Kalimat198,selalu,O
,Kalimat198,dalam,O
,Kalimat198,hati,O
,Kalimat198,saya,O
,Kalimat198,sama,O
,Kalimat198,dengan,O
,Kalimat198,pak,O
,Kalimat198,sby,B-PER
,Kalimat198,",",O
,Kalimat198,saya,O
,Kalimat198,selalu,O
,Kalimat198,berpikir,O
,Kalimat198,bagaimana,O
,Kalimat198,saya,O
,Kalimat198,bisa,O
,Kalimat198,balas,O
,Kalimat198,budi,O
,Kalimat198,pada,O
,Kalimat198,rakyat,O
,Kalimat198,aceh,B-LOC
,Kalimat198,.,O
,Kalimat199,lebih,O
,Kalimat199,lanjut,O
,Kalimat199,",",O
,Kalimat199,ketua,O
,Kalimat199,umum,O
,Kalimat199,(,O
,Kalimat199,ketum,O
,Kalimat199,),O
,Kalimat199,gerindra,B-ORG
,Kalimat199,ini,O
,Kalimat199,pun,O
,Kalimat199,menyampaikan,O
,Kalimat199,permohonan,O
,Kalimat199,maaf,O
,Kalimat199,kepada,O
,Kalimat199,masyarakat,O
,Kalimat199,aceh,B-LOC
,Kalimat199,lantaran,O
,Kalimat199,menurutnya,O
,Kalimat199,belum,O
,Kalimat199,melakukan,O
,Kalimat199,balas,O
,Kalimat199,budi,O
,Kalimat199,.,O
,Kalimat200,``,O
,Kalimat200,tapi,O
,Kalimat200,itulah,O
,Kalimat200,",",O
,Kalimat200,sebagai,O
,Kalimat200,seorang,O
,Kalimat200,pimpinan,O
,Kalimat200,",",O
,Kalimat200,kita,O
,Kalimat200,merasa,O
,Kalimat200,kalau,O
,Kalimat200,datang,O
,Kalimat200,tanpa,O
,Kalimat200,membawa,O
,Kalimat200,suatu,O
,Kalimat200,ucapan,O
,Kalimat200,nyata,O
,Kalimat200,sebagai,O
,Kalimat200,balas,O
,Kalimat200,budi,O
,Kalimat200,",",O
,Kalimat200,rasanya,O
,Kalimat200,malu,O
,Kalimat200,.,O
Artikel46,Kalimat201,penampilan,O
,Kalimat201,gibran,B-PER
,Kalimat201,rakabuming,I-PER
,Kalimat201,raka,I-PER
,Kalimat201,",",O
,Kalimat201,calon,O
,Kalimat201,wakil,O
,Kalimat201,presiden,O
,Kalimat201,(,O
,Kalimat201,cawapres,O
,Kalimat201,),O
,Kalimat201,nomor,O
,Kalimat201,urut,O
,Kalimat201,dua,O
,Kalimat201,yang,O
,Kalimat201,mendampingi,O
,Kalimat201,prabowo,B-PER
,Kalimat201,subianto,I-PER
,Kalimat201,mendulang,O
,Kalimat201,respon,O
,Kalimat201,menghebohkan,O
,Kalimat201,usai,O
,Kalimat201,debat,O
,Kalimat201,cawapres,O
,Kalimat201,pertama,O
,Kalimat201,",",O
,Kalimat201,jumat,B-TIM
,Kalimat201,(,O
,Kalimat201,22/12/2023,I-TIM
,Kalimat201,),O
,Kalimat201,malam,I-TIM
,Kalimat201,.,O
,Kalimat202,pasca,O
,Kalimat202,lulus,O
,Kalimat202,",",O
,Kalimat202,gibran,B-PER
,Kalimat202,terbang,O
,Kalimat202,ke,O
,Kalimat202,singapura,B-LOC
,Kalimat202,untuk,O
,Kalimat202,melanjutkan,O
,Kalimat202,pendidikan,O
,Kalimat202,setingkat,O
,Kalimat202,sma,O
,Kalimat202,di,O
,Kalimat202,orchid,B-ORG
,Kalimat202,park,I-ORG
,Kalimat202,secondary,I-ORG
,Kalimat202,school,I-ORG
,Kalimat202,.,O
,Kalimat203,pendidikan,O
,Kalimat203,tinggiketika,O
,Kalimat203,lulus,O
,Kalimat203,dari,O
,Kalimat203,orchid,B-ORG
,Kalimat203,park,I-ORG
,Kalimat203,secondary,I-ORG
,Kalimat203,school,I-ORG
,Kalimat203,",",O
,Kalimat203,gibran,B-PER
,Kalimat203,melanjutkan,O
,Kalimat203,pendidikan,O
,Kalimat203,tingginya,O
,Kalimat203,ke,O
,Kalimat203,kampus,O
,Kalimat203,management,B-ORG
,Kalimat203,development,I-ORG
,Kalimat203,institute,I-ORG
,Kalimat203,of,I-ORG
,Kalimat203,singapore,I-ORG
,Kalimat203,(,O
,Kalimat203,mdis,B-ORG
,Kalimat203,),O
,Kalimat203,.,O
,Kalimat204,karier,O
,Kalimat204,gibran,B-PER
,Kalimat204,rakabuming,I-PER
,Kalimat204,rakasetelah,O
,Kalimat204,menyelesaikan,O
,Kalimat204,pendidikan,O
,Kalimat204,",",O
,Kalimat204,gibran,B-PER
,Kalimat204,kembali,O
,Kalimat204,ke,O
,Kalimat204,indonesia,B-LOC
,Kalimat204,dan,O
,Kalimat204,membuka,O
,Kalimat204,sederet,O
,Kalimat204,bisnis,O
,Kalimat204,di,O
,Kalimat204,berbagai,O
,Kalimat204,bidang,O
,Kalimat204,.,O
,Kalimat205,itulah,O
,Kalimat205,riwayat,O
,Kalimat205,pendidikan,O
,Kalimat205,dan,O
,Kalimat205,karier,O
,Kalimat205,gibran,B-PER
,Kalimat205,rakabuming,I-PER
,Kalimat205,raka,I-PER
,Kalimat205,hingga,O
,Kalimat205,akhirnya,O
,Kalimat205,maju,O
,Kalimat205,sebagai,O
,Kalimat205,cawapres,O
,Kalimat205,prabowo,B-PER
,Kalimat205,di,O
,Kalimat205,pemilu,O
,Kalimat205,2024,B-TIM
,Kalimat205,.,O
Artikel47,Kalimat206,calon,O
,Kalimat206,presiden,O
,Kalimat206,nomor,O
,Kalimat206,urut,O
,Kalimat206,1,O
,Kalimat206,anies,B-PER
,Kalimat206,baswedan,I-PER
,Kalimat206,mengungkap,O
,Kalimat206,bahwa,O
,Kalimat206,dia,O
,Kalimat206,ditinggal,O
,Kalimat206,sandiaga,B-PER
,Kalimat206,uno,I-PER
,Kalimat206,saat,O
,Kalimat206,menjabat,O
,Kalimat206,sebagai,O
,Kalimat206,gubernur,O
,Kalimat206,dki,O
,Kalimat206,jakarta,B-LOC
,Kalimat206,.,O
,Kalimat207,belakangan,O
,Kalimat207,",",O
,Kalimat207,anies,B-PER
,Kalimat207,bilang,I-PER
,Kalimat207,bahwa,O
,Kalimat207,dia,O
,Kalimat207,ditinggal,O
,Kalimat207,sandi,B-PER
,Kalimat207,saat,O
,Kalimat207,masih,O
,Kalimat207,bertugas,O
,Kalimat207,di,O
,Kalimat207,dki,O
,Kalimat207,jakarta,B-LOC
,Kalimat207,.,O
,Kalimat208,namun,O
,Kalimat208,di,O
,Kalimat208,tengah,O
,Kalimat208,jalan,O
,Kalimat208,",",O
,Kalimat208,anies,B-PER
,Kalimat208,dan,O
,Kalimat208,sandiaga,B-PER
,Kalimat208,pisah,O
,Kalimat208,jalan,O
,Kalimat208,karena,O
,Kalimat208,sandi,B-PER
,Kalimat208,memilih,O
,Kalimat208,maju,O
,Kalimat208,di,O
,Kalimat208,pilpres,O
,Kalimat208,2019,B-TIM
,Kalimat208,mendampingi,O
,Kalimat208,prabowo,B-PER
,Kalimat208,subianto,I-PER
,Kalimat208,.,O
,Kalimat209,waktu,O
,Kalimat209,berlalu,O
,Kalimat209,seusai,O
,Kalimat209,sandiaga,B-PER
,Kalimat209,maju,O
,Kalimat209,di,O
,Kalimat209,pilpres,O
,Kalimat209,2019,B-TIM
,Kalimat209,",",O
,Kalimat209,posisi,O
,Kalimat209,wakil,O
,Kalimat209,gubernur,O
,Kalimat209,dki,O
,Kalimat209,jakarta,B-LOC
,Kalimat209,sempat,O
,Kalimat209,kosong,O
,Kalimat209,cukup,O
,Kalimat209,lama,O
,Kalimat209,.,O
,Kalimat210,menurut,O
,Kalimat210,anies,B-PER
,Kalimat210,",",O
,Kalimat210,riza,B-PER
,Kalimat210,merupakan,O
,Kalimat210,partner,O
,Kalimat210,kerja,O
,Kalimat210,yang,O
,Kalimat210,bagus,O
,Kalimat210,.,O
Artikel48,Kalimat211,ketua,O
,Kalimat211,kpu,B-ORG
,Kalimat211,hasyim,B-PER
,Kalimat211,asy'ari,I-PER
,Kalimat211,mengatakan,O
,Kalimat211,pihaknya,O
,Kalimat211,bakal,O
,Kalimat211,mengevaluasi,O
,Kalimat211,soal,O
,Kalimat211,pertanyaan,O
,Kalimat211,singkatan,O
,Kalimat211,dalam,O
,Kalimat211,debat,O
,Kalimat211,.,O
,Kalimat212,``,O
,Kalimat212,itu,O
,Kalimat212,nanti,O
,Kalimat212,ada,O
,Kalimat212,rapat,O
,Kalimat212,evaluasinya,O
,Kalimat212,",",O
,Kalimat212,',O
,Kalimat212,kata,O
,Kalimat212,hasyim,B-PER
,Kalimat212,kepada,O
,Kalimat212,wartawan,O
,Kalimat212,di,O
,Kalimat212,kantor,O
,Kalimat212,kpu,B-ORG
,Kalimat212,",",O
,Kalimat212,menteng,B-LOC
,Kalimat212,",",O
,Kalimat212,jakarta,B-LOC
,Kalimat212,pusat,I-LOC
,Kalimat212,",",O
,Kalimat212,selasa,B-TIM
,Kalimat212,(,O
,Kalimat212,26/12/2023,I-TIM
,Kalimat212,),O
,Kalimat212,.,O
,Kalimat213,',O
,Kalimat213,apa,O
,Kalimat213,aja,O
,Kalimat213,lah,O
